Emri,Siperfaqe Totale,Siperfaqe e Brendshme,Dhoma Gjumi,Kati,Statusi,Lloji,Mobiluar,Shikime,Hipoteka,Gjendja,Qera,Cmimi,Zona,Qyteti,Url
SHESIM APARTAMENT PRANE  XHAMISE MURADIE .VLORE!!,595,570,,10,Listimet e fundit,Apartament,E pa mobiluar,266,Po,Në dispozicion,jo,Çmimi sipas kërkesës,,Vlorë,https://www.century21albania.com/property/3675046/shesim-apartament-prane-xhamise-muradie-vlore-coast97019.html
APARTAMENT 2+1+2 NE GOLEM!,110,90,2,5,Listimet e fundit,Apartament,E pa mobiluar,393,Në proces certifikimi,Në dispozicion,jo,87000,Golem,Durrës,https://www.century21albania.com/property/3678457/apartament-2-1-2-ne-golem-irg97069.html
GARSONIERE NE SHITJE NE LAGJEN "PAVARESIA" NE VLORE,43,31,1,2,Listimet e fundit,Apartament,E pa mobiluar,560,Në proces certifikimi,Në dispozicion,jo,73600,Lagja Pavaresia. Bulevardi Vlorë-Skelë,Vlorë,https://www.century21albania.com/property/3679744/garsoniere-ne-shitje-ne-lagjen-quot-pavaresia-quot-ne-vlore-coast97113.html
SHESIM APARTAMENT (GARSIONERE) PRANE TIRANA BANK . VLORE!!,43,31,,4,Listimet e fundit,Apartament,E pa mobiluar,378,Në proces certifikimi,Në dispozicion,jo,73600,,Vlorë,https://www.century21albania.com/property/3680087/shesim-apartament-garsionere-prane-tirana-bank-vlore-coast97119.html
SHESIM APARTAMENT 2+1 PRANE TIRANA BANK .VLORE!,104,76,2,4,Listimet e fundit,Apartament,E pa mobiluar,352,Në proces certifikimi,Në dispozicion,jo,176000,,Vlorë,https://www.century21albania.com/property/3679974/shesim-apartament-2-1-prane-tirana-bank-vlore-coast97118.html
SHESIM APARTAMENT ( 1Njesi ) TIP GARZONIERE- NE VLORE,43,31,1,3,Listimet e fundit,Apartament,E pa mobiluar,377,Në proces certifikimi,Në dispozicion,jo,73600,,Vlorë,https://www.century21albania.com/property/3679853/shesim-apartament-1njesi-tip-garzoniere-ne-vlore-coast97115.html
Shesim Kapanon në Kashar,4700,1400,1,,I Perdorur,Magazine,E pa mobiluar,455,Po,Në dispozicion,jo,Çmimi sipas kërkesës,Rr. Abdyl Frasheri,Tirana,https://www.century21albania.com/property/3679949/shesim-kapanon-n%C3%AB-kashar-smart97117.html
Ambient Komercial për Shitje. Vasil Shanto. Tiranë,86,86,,1,I Perdorur,Komercial,E pa mobiluar,674,Po,Në dispozicion,jo,160000,Vasil Shanto,Tirana,https://www.century21albania.com/property/3679680/ambient-komercial-p-euml-r-shitje-vasil-shanto-tiran-euml-capital97110.html
Siperfaqe: 2076 m2,2076,2076,,,I Perdorur,Tokë,E pa mobiluar,540,Po,Në dispozicion,jo,166000,Kashar,Tirana,https://www.century21albania.com/property/3679540/shitet-toke-ne-kashar-siperfaqe-2076-m2-bosko97104.html
JAPIM ME QIRA PUNISHTE MERMERI TEK MBIKALIMI I KASHARIT,3100,3100,4,1,Listimet e fundit,Tokë industriale,E pa mobiluar,236,Po,Në dispozicion,po,3000,Mbikalimi i Kasharit,Tirana,https://www.century21albania.com/property/3679392/japim-me-qira-punishte-mermeri-tek-mbikalimi-i-kasharit-everest97096.html
SHITET APARTAMENT 2+1 NE VOLLGA!,75,66,2,2,I Perdorur,Apartament,Plotesisht i mobiluar,1275,Po,Në dispozicion,jo,150000,,Durrës,https://www.century21albania.com/property/3679098/shitet-apartament-2-1-ne-vollga-atlantic97083.html
SHITET APARTAMENT 1+1 NE GOLEM !,65,57,1,2,Në ndërtim,Apartament,E pa mobiluar,338,Në proces certifikimi,Në dispozicion,jo,65500,,Durrës,https://www.century21albania.com/property/3679610/shitet-apartament-1-1-ne-golem-atlantic97108.html
SHESIM APARTAMENT ( 2+ 1 ) TIP DUPLEX - LOFT NE VLORE,169,96,1,1,Listimet e fundit,Dupleks,E pa mobiluar,372,Në proces certifikimi,Në dispozicion,jo,201000,Lagja Pavaresia. Bulevardi Vlorë-Skelë,Vlorë,https://www.century21albania.com/property/3679622/shesim-apartament-2-1-tip-duplex-loft-ne-vlore-coast97109.html
SHITET APARTAMENT 1+1 NE GOLEM !,72,63,1,2,Në ndërtim,Apartament,E pa mobiluar,319,Në proces certifikimi,Në dispozicion,jo,71900,,Durrës,https://www.century21albania.com/property/3679557/shitet-apartament-1-1-ne-golem-atlantic97106.html
SHITET APARTAMENT 1+1 NE GOLEM NDERTIM I RI. 200 M LARG NGA DETI!,63,53,1,5,Në ndërtim,Apartament,E pa mobiluar,268,Në proces certifikimi,Në dispozicion,jo,63500,,Durrës,https://www.century21albania.com/property/3677598/shitet-apartament-1-1-ne-golem-ndertim-i-ri-200-m-larg-nga-deti-atlantic97058.html
SHESIM APARTAMENT ( 1+ 1 ) TIP DUPLEX - LOFT NE VLORE,135,77,1,1,Listimet e fundit,Dupleks,E pa mobiluar,227,Në proces certifikimi,Në dispozicion,jo,170000,Lagja Pavaresia. Bulevardi Vlorë-Skelë,Vlorë,https://www.century21albania.com/property/3679508/shesim-apartament-1-1-tip-duplex-loft-ne-vlore-coast97102.html
Hotel per shitje në Rrugën e Dibrës 5 minuta larg “Sheshit Skenderbej”!,325,320,7,,I Perdorur,Hotel,Plotesisht i mobiluar,556,Po,Në dispozicion,jo,2150000,,Tirana,https://www.century21albania.com/property/3679149/hotel-per-shitje-n-euml-rrug-euml-n-e-dibr-euml-s-5-minuta-larg-ldquo-sheshit-skenderbej-rdquo-imp97084.html
SHESIM APARTAMENT ( 1+ 1 ) TIP DUPLEX - LOFT NE VLORE,99,69,1,1,Listimet e fundit,Dupleks,E pa mobiluar,302,Në proces certifikimi,Në dispozicion,jo,139000,Lagja Pavaresia. Bulevardi Vlorë-Skelë,Vlorë,https://www.century21albania.com/property/3679455/shesim-apartament-1-1-tip-duplex-loft-ne-vlore-coast97099.html
SHESIM APARTAMENT ( 1+ 1 ) TIP DUPLEX - LOFT NE VLORE,88,71,1,1,Listimet e fundit,Apartament,E pa mobiluar,329,Në proces certifikimi,Në dispozicion,jo,134000,Lagja Pavaresia. Bulevardi Vlorë-Skelë.,Vlorë,https://www.century21albania.com/property/3679454/shesim-apartament-1-1-tip-duplex-loft-ne-vlore-coast97098.html
ZOGU I ZI. SHESIM AMBIENT KOMERCIAL !,79,58,,,I Perdorur,Komercial,E pa mobiluar,485,Po,Në dispozicion,jo,650000,Zogu i Zi,Tirana,https://www.century21albania.com/property/3679240/zogu-i-zi-shesim-ambient-komercial-everest97089.html
Shitet apartament 1+1 tek Pazari i Ri,74,65,1,2,Listimet e fundit,Apartament,E pa mobiluar,1157,Në proces certifikimi,Në dispozicion,jo,185000,Rruga Qemal Stafa",Tirana,https://www.century21albania.com/property/3679194/shitet-apartament-1-1-tek-pazari-i-ri-premium97087.html
JEPET ME QIRA AMBIENT 200 M2 TEK RRETHRROTULLIMI I MULLETIT!,209,135,,,Listimet e fundit,Komercial,E pa mobiluar,402,Po,Në dispozicion,po,Çmimi sipas kërkesës,,Tirana,https://www.century21albania.com/property/3672317/jepet-me-qira-ambient-200-m2-tek-rrethrrotullimi-i-mulletit-sol96953.html
SHESIM APARTAMENT ( 1+ 1 ) TIP DUPLEX - LOFT NE VLORE,72,58,1,1,Listimet e fundit,Apartament,E pa mobiluar,396,Në proces certifikimi,Në dispozicion,jo,114400,Lagja Pavaresia. Bulevardi Vlorë-Skelë,Vlorë,https://www.century21albania.com/property/3678953/shesim-apartament-1-1-tip-duplex-loft-ne-vlore-coast97079.html
Shitet Tokë me Liqen në Belsh!,10000,10000,,,I Perdorur,Tokë komerciale,E pa mobiluar,349,Po,Në dispozicion,jo,750000,,Elbasan,https://www.century21albania.com/property/3663103/shitet-tok%C3%AB-me-liqen-n%C3%AB-belsh-metropol96849.html
SHITET APARTAMENT 1+1 NE GOLEM NDERTIM I RI. 200 M LARG NGA DETI!,70,56,1,5,Në ndërtim,Apartament,E pa mobiluar,239,Në proces certifikimi,Në dispozicion,jo,70500,,Durrës,https://www.century21albania.com/property/3677463/shitet-apartament-1-1-ne-golem-ndertim-i-ri-200-m-larg-nga-deti-atlantic97057.html
Vila dy kateshe për Shitje në Paskuqan,280,93,2,2,I Perdorur,Vilë,Gjysme i mobiluar,1183,Po,Në dispozicion,jo,260000,,Tirana,https://www.century21albania.com/property/3675496/vila-dy-kateshe-p-euml-r-shitje-n-euml-paskuqan-atrium97024.html
Butik për shitje në zonen e Ali Demi prane shkolles 1 Maji,40,40,,,I Perdorur,Dyqan,Plotesisht i mobiluar,479,Po,Në dispozicion,jo,20000,,Tirana,https://www.century21albania.com/property/3675993/butik-p%C3%ABr-shitje-n%C3%AB-zonen-e-ali-demi-prane-shkolles-1-maji-atrium97035.html
Shesim 1+1 te perfunduar tek Kompleksi Aura,81,69,1,1,Listimet e fundit,Apartament,E pa mobiluar,705,Në proces certifikimi,Në dispozicion,jo,126000,zogu i zi. laprake. kupola rruga dritan hoxha,Tirana,https://www.century21albania.com/property/3675784/shesim-1-1-te-perfunduar-tek-kompleksi-aura-partners97030.html
SHESIM APARTAMENT 1+1 ME PAMJE DETI NE GOLEM TEK LIBURNA RESIDENCE!,62,52,1,8,Në ndërtim,Apartament,E pa mobiluar,500,Në proces certifikimi,Në dispozicion,jo,87500,,Durrës,https://www.century21albania.com/property/3674993/shesim-apartament-1-1-me-pamje-deti-ne-golem-tek-liburna-residence-atlantic97017.html
Apartament 2+1 në shitje te Rruga e re e Portit!,90,90,2,3,Listimet e fundit,Apartament,Gjysme i mobiluar,1929,Po,Në dispozicion,jo,155000,,Durrës,https://www.century21albania.com/property/3674635/apartament-2-1-n-euml-shitje-te-rruga-e-re-e-portit-eon97001.html
DYQAN PER SHITJE  PRANE SHKOLLES SE MESME ALI DEMI . VLORE !!,103,103,,1,Listimet e fundit,Dyqan,E pa mobiluar,393,Po,Në dispozicion,jo,257000,,Vlorë,https://www.century21albania.com/property/3674827/dyqan-per-shitje-prane-shkolles-se-mesme-ali-demi-vlore-coast97009.html
SHITET AMBIENT KOMERCIAL PRANE SHKOLLES ALI DEMI . VLORE !!,110,110,,1,Listimet e fundit,Komercial,E pa mobiluar,327,Po,Në dispozicion,jo,176000,,Vlorë,https://www.century21albania.com/property/3674806/shitet-ambient-komercial-prane-shkolles-ali-demi-vlore-coast97007.html
Rruga Siri Kodra. Shesim Ambient Komercial,130,130,1,,I Perdorur,Komercial,E pa mobiluar,110,Po,Në dispozicion,jo,420000,Rruga Siri Kodra,Tirana,https://www.century21albania.com/property/3674704/rruga-siri-kodra-shesim-ambient-komercial-everest97002.html
JEPET ME QIRA AMBIENT KOMERCIAL TE REZIDENCA "MAGNET". ISH NYJA BETONIT,162,162,,,I Perdorur,Komercial,E pa mobiluar,643,Po,Në dispozicion,po,1000,RESIDENCA MAGNET,Tirana,https://www.century21albania.com/property/3674605/jepet-me-qira-ambient-komercial-te-rezidenca-magnet-ish-nyja-betonit-astoria96998.html
SHITET APARTAMENT 2+1 TEK SHKEMBI I KAVAJES!!,120,91,2,5,I Perdorur,Apartament,Plotesisht i mobiluar,415,Po,Në dispozicion,jo,160000,,Durrës,https://www.century21albania.com/property/3674565/shitet-apartament-2-1-tek-shkembi-i-kavajes-atlantic96997.html
Shitet toke prane Autostrades,3000,3000,,,I Perdorur,Tokë,E pa mobiluar,357,Po,Në dispozicion,jo,320000,Prane Karburant  Elda,Durrës,https://www.century21albania.com/property/3674308/shitet-toke-prane-autostrades-new96990.html
OKAZION . PAPAFINGO NE SHITJE PRANE BULEVARDIT !,247,172,3,8,Listimet e fundit,Apartament,E pa mobiluar,1036,Po,Në dispozicion,jo,207000,,Vlorë,https://www.century21albania.com/property/3674183/okazion-papafingo-ne-shitje-prane-bulevardit-aulona96987.html
Shitet Apartament 2+1 ne Shengjin !,114,108,2,1,I Perdorur,Apartament,Plotesisht i mobiluar,551,Po,Në dispozicion,jo,126000,,Shëngjin,https://www.century21albania.com/property/3674129/shitet-apartament-2-1-ne-shengjin-titan96984.html
SHITET APARTAMENT 2+1 NE GOLEM 150M PRANE DETIT!,77,68,2,,I Perdorur,Apartament,Plotesisht i mobiluar,893,Në proces certifikimi,Në dispozicion,jo,98000,,Durrës,https://www.century21albania.com/property/3673921/shitet-apartament-2-1-ne-golem-150m-prane-detit-eon96976.html
APARTAMENT PER SHITJE.NE BULEVARDIN VLORE-SKELE!,375,243,4,2,Listimet e fundit,Apartament,E pa mobiluar,381,Po,Në dispozicion,jo,385000,Lagj Pavaresia,Vlorë,https://www.century21albania.com/property/3672867/apartament-per-shitje-ne-bulevardin-vlore-skele-coast96962.html
SHESIM PARKIM PRANE SHKOLLES ALI DEMI. VLORE!!,600,600,,,Listimet e fundit,Parkim,E pa mobiluar,382,Po,Në dispozicion,jo,350000,Rruga Hajredin Haxhiraj,Vlorë,https://www.century21albania.com/property/3672853/shesim-parkim-prane-shkolles-ali-demi-vlore-coast96961.html
SHITET VILE 3-KATESHE  PRANE LUNGOMARES. VLORE,400,129,4,2,I Perdorur,Vilë,Plotesisht i mobiluar,472,Po,Në dispozicion,jo,360000,Rr.Harilla Panajoti,Vlorë,https://www.century21albania.com/property/3672340/shitet-vile-3-kateshe-prane-lungomares-vlore-coast96954.html
SHESIM BIZNES BAR-RESTORANT !,180,130,,,I Perdorur,Bar Restorant,Plotesisht i mobiluar,334,Po,Në dispozicion,jo,Çmimi sipas kërkesës,PRANE  RING CENTER,Tirana,https://www.century21albania.com/property/3671875/shesim-biznes-bar-restorant-bot96940.html
SHESIM ZYRA TEK DOWNTOWN ONE !,460,356,,14,Listimet e fundit,Zyra,E pa mobiluar,395,Jo,Në dispozicion,jo,Çmimi sipas kërkesës,DOWNTOWN  ONE,Tirana,https://www.century21albania.com/property/3672093/shesim-zyra-tek-downtown-one-bot96946.html
SHESIM APARTAMENT 3+1+2 NE DURRES,110,101,3,,I Perdorur,Apartament,E pa mobiluar,680,Po,Në dispozicion,jo,105000,ish urt,Durrës,https://www.century21albania.com/property/3671913/shesim-apartament-3-1-2-ne-durres-eon96942.html
Apartament 2+1 për Shitje në Ali Demi. tek  Materniteti I Ri,79,79,2,5,I Perdorur,Apartament,Plotesisht i mobiluar,1036,Po,Në dispozicion,jo,160000,,Tirana,https://www.century21albania.com/property/3671347/apartament-2-1-p%C3%ABr-shitje-n%C3%AB-ali-demi-tek-materniteti-i-ri-smart96927.html
Rruga e Kavajes. Apartament 2+1!,116,106,2,5,I Perdorur,Apartament,Plotesisht i mobiluar,554,Po,Në dispozicion,po,1000,Rruga Islam Alla,Tirana,https://www.century21albania.com/property/3671118/rruga-e-kavajes-apartament-2-1-irg96920.html
JAPIM ME QIRA KATIN E 2-TE VILES NE SKELE!!,148,127,2,2,I Perdorur,Vilë,Plotesisht i mobiluar,258,Po,Në dispozicion,po,1000,,Vlorë,https://www.century21albania.com/property/3669794/japim-me-qira-katin-e-2-te-viles-ne-skele-coast96896.html
SHITET APARTAMENT 1+1+VERANDE+2 POSTE PARKIMI NE ZONEN E GOLEMIT.,95,65,1,,I Perdorur,Apartament,Plotesisht i mobiluar,381,Jo,Në dispozicion,jo,85000,,Durrës,https://www.century21albania.com/property/3660775/shitet-apartament-1-1-verande-2-poste-parkimi-ne-zonen-e-golemit-metropol96797.html
SHITET APARTAMENT 2+1 PRANE MINISTRISE SE DREJTESISE.,90,80,2,9,I Perdorur,Apartament,Plotesisht i mobiluar,912,Po,Në dispozicion,jo,195000,,Tirana,https://www.century21albania.com/property/3669504/shitet-apartament-2-1-prane-ministrise-se-drejtesise-metropol96879.html
Jepet me qira toke ne hyrje te Thumanes.,6100,6100,,,Listimet e fundit,Tokë,E pa mobiluar,204,Po,Në dispozicion,po,3000,Fushë,Krujë,https://www.century21albania.com/property/3654573/jepet-me-qira-toke-ne-hyrje-te-thumanes-astoria96664.html
Ambient Komercial për shitje në Myslym Shyr. Tiranë,162,162,,,I Perdorur,Dyqan,Gjysme i mobiluar,560,Po,Në dispozicion,jo,300000,Rr. Myslym Shyri,Tirana,https://www.century21albania.com/property/3669757/ambient-komercial-p%C3%ABr-shitje-n%C3%AB-myslym-shyr-tiran%C3%AB-capital96892.html
SHESIM APARTAMENT 3+1+2  NE KOMPLEKSIN "JAL Y MAR "RESIDENCE.,143,122,3,2,Listimet e fundit,Apartament,E pa mobiluar,496,Në proces certifikimi,Në dispozicion,jo,503000,Rr. Bregdet Jale,Vlorë,https://www.century21albania.com/property/3662673/ekskluzive-shesim-apartament-3-1-2-ne-kompleksin-quot-jal-y-mar-quot-residence-cpm96839.html
SHESIM PENTHOUSET 2+1 ME PAMJE NGA DETI NE  KOMPLEKSIN "JAL Y MAR" RESIDENCE.,248,102,2,5,Listimet e fundit,Penthouse,E pa mobiluar,302,Në proces certifikimi,Në dispozicion,jo,668000,Rr. Bregdet Jale,Vlorë,https://www.century21albania.com/property/3656487/ekskluzive-shesim-penthouset-2-1-me-pamje-nga-deti-ne-kompleksin-quot-jal-y-mar-quot-residence-cpm96701.html
SHESIM APARTAMENT 2+1+2 ME PAMJE NGA DETI NE KOMPLEKSIN "JAL Y MAR "RESIDENCE.,150,116,2,1,Listimet e fundit,Apartament,E pa mobiluar,309,Në proces certifikimi,Në dispozicion,jo,583400,Rr. Bregdet Jale,Vlorë,https://www.century21albania.com/property/3656589/ekskluzive-shesim-apartament-2-1-2-me-pamje-nga-deti-ne-kompleksin-quot-jal-y-mar-quot-residence-cpm96705.html
SHESIM TOKE PERBALLE HYRJES SE AEROPORTIT NE VLORE !!!,3000,3000,,1,Listimet e fundit,Tokë komerciale,E pa mobiluar,574,Po,Në dispozicion,jo,165000,Akerni. Novosel,Vlorë,https://www.century21albania.com/property/3669195/shesim-toke-perballe-hyrjes-se-aeroportit-ne-vlore-coast96872.html
SHESIM TOKE PRANE HYRJES SE  AEROPORTIT NE VLORE !!!,9300,9300,,1,Listimet e fundit,Tokë komerciale,E pa mobiluar,291,Po,Në dispozicion,jo,511500,Akerni. Novosel,Vlorë,https://www.century21albania.com/property/3669155/shesim-toke-prane-hyrjes-se-aeroportit-ne-vlore-coast96870.html
Shitet Apartament 2+2 te Bulevardi i ri,131,113,2,7,Në ndërtim,Apartament,E pa mobiluar,337,Në proces certifikimi,Në dispozicion,jo,202430,,Tirana,https://www.century21albania.com/property/3660611/shitet-apartament-2-2-te-bulevardi-i-ri-legacy96790.html
Shitet Apartament te Bulevardi i ri 3+2.,131,113,3,6,Në ndërtim,Apartament,E pa mobiluar,471,Në proces certifikimi,Në dispozicion,jo,202430,,Tirana,https://www.century21albania.com/property/3660607/shitet-apartament-te-bulevardi-i-ri-3-2-legacy96789.html
Shitet 3+2 te Bulevardi i ri,126,108,3,4,Në ndërtim,Apartament,E pa mobiluar,292,Jo,Në dispozicion,jo,194525,,Tirana,https://www.century21albania.com/property/3660686/shitet-3-2-te-bulevardi-i-ri-legacy96793.html
Shitet 3+2 te Bulevardi i ri,126,108,3,5,Në ndërtim,Apartament,E pa mobiluar,241,Jo,Në dispozicion,jo,194525,,Tirana,https://www.century21albania.com/property/3660690/shitet-3-2-te-bulevardi-i-ri-legacy96795.html
Shitet Apartment 3+2 te Bulevardi i ri,126,108,3,6,Në ndërtim,Apartament,E pa mobiluar,246,Jo,Në dispozicion,jo,194525,,Tirana,https://www.century21albania.com/property/3660692/shitet-apartment-3-2-te-bulevardi-i-ri-legacy96796.html
SHESIM NJESI NE RRUGEN DRITAN HOXHA,30,30,1,,I Perdorur,Komercial,Plotesisht i mobiluar,342,Po,Në dispozicion,jo,65000,,Tirana,https://www.century21albania.com/property/3668938/shesim-njesi-ne-rrugen-dritan-hoxha-expert96863.html
Shitet Apartament 3+2 te Bulevardi i ri,131,113,3,9,Në ndërtim,Apartament,E pa mobiluar,201,Jo,Në dispozicion,jo,202430,,Tirana,https://www.century21albania.com/property/3660683/shitet-apartament-3-2-te-bulevardi-i-ri-legacy96792.html
JEPET ME QERA NJESI SHERBIMI,31,31,,1,Listimet e fundit,Komercial,E pa mobiluar,366,Po,Në dispozicion,po,400,,Tirana,https://www.century21albania.com/property/3660911/jepet-me-qera-njesi-sherbimi-legacy96803.html
Shitet Njesi Sherbimi ne zonen e Freskut,31,31,,1,Listimet e fundit,Komercial,E pa mobiluar,368,Po,Në dispozicion,jo,49600,,Tirana,https://www.century21albania.com/property/3660820/shitet-njesi-sherbimi-ne-zonen-e-freskut-legacy96800.html
APARTAMENT 2+1 PER SHITJE NE PLAZH NGJITUR ME PELIKANIN,90,81,2,5,I Perdorur,Apartament,Plotesisht i mobiluar,844,Po,Në dispozicion,jo,110000,Plazh Hekurudha,Durrës,https://www.century21albania.com/property/3668816/apartament-2-1-per-shitje-ne-plazh-ngjitur-me-pelikanin-eon96861.html
Apartament 1+1 për qira  tek Jordan Misja .Tiranë,85,85,1,2,I Perdorur,Apartament,Plotesisht i mobiluar,730,Po,Në dispozicion,po,450,,Tirana,https://www.century21albania.com/property/3664942/apartament-1-1-p-euml-r-qira-tek-jordan-misja-tiran-euml-legacy96859.html
Vile per shitje prane sheshit skenderbej,330,330,6,,I Perdorur,Vilë,Gjysme i mobiluar,452,Po,Në dispozicion,jo,1400000,rruga e dibres,Tirana,https://www.century21albania.com/property/3653648/vile-per-shitje-prane-sheshit-skenderbej-imp96644.html
APARTAMENT 1+ 1ME QERA NE SHKEMBIN E KAVAJES!,77,65,1,2,I Perdorur,Apartament,Plotesisht i mobiluar,511,Po,Në dispozicion,po,450,,Durrës,https://www.century21albania.com/property/3663080/apartament-1-1me-qera-ne-shkembin-e-kavajes-atlantic96847.html
SHESIM BAR-LOUNGE RRUGA MINE PEZA,400,150,1,,I Perdorur,Bar Restorant,Plotesisht i mobiluar,545,Po,Në dispozicion,jo,Çmimi sipas kërkesës,,Tirana,https://www.century21albania.com/property/3662664/shesim-bar-lounge-rruga-mine-peza-expert96837.html
Apartament 2+1 tek Mara Residence!,124,104,2,6,Në ndërtim,Apartament,E pa mobiluar,250,Jo,Në dispozicion,jo,226463,Don Bosko,Tirana,https://www.century21albania.com/property/3659782/apartament-2-1-tek-mara-residence-irg96770.html
SHESIM APARTAMENT 1+1 NE UJE TE FTOHTE . VLORE ME PAMJE TE PLOTE NGA DETI !!,66,49,1,4,Listimet e fundit,Apartament,E pa mobiluar,251,Po,Në dispozicion,jo,197100,Dhimiter Konomi,Vlorë,https://www.century21albania.com/property/3662649/shesim-apartament-1-1-ne-uje-te-ftohte-vlore-me-pamje-te-plote-nga-deti-coast96836.html
APARTAMENT 2+1+ GARAZH PER SHITJE.TEK RRUGA DHIMITER KONOMI!,100,87,2,1,Listimet e fundit,Apartament,Plotesisht i mobiluar,370,Po,Në dispozicion,jo,280000,,Vlorë,https://www.century21albania.com/property/3662510/apartament-2-1-garazh-per-shitje-tek-rruga-dhimiter-konomi-marina96832.html
Apartament 1+1 per Shitje ne Shkozet. Durres!,75,65,1,5,Listimet e fundit,Apartament,E pa mobiluar,404,Po,Në dispozicion,jo,Çmimi sipas kërkesës,,Durrës,https://www.century21albania.com/property/3661925/apartament-1-1-per-shitje-ne-shkozet-durres-metropol96821.html
SHESIM APARTAMENT 1+1 NE UJE TE FTOHTE . VLORE !!,83,52,1,2,Listimet e fundit,Apartament,E pa mobiluar,217,Jo,Në dispozicion,jo,248100,Rr.Dhimiter Konomi,Vlorë,https://www.century21albania.com/property/3661813/shesim-apartament-1-1-ne-uje-te-ftohte-vlore-coast96819.html
Kapanon  per Shitje në Sektor Rinia. Durrës !,4490,3457,2,4,I Perdorur,Magazine,E pa mobiluar,373,Po,Në dispozicion,jo,Çmimi sipas kërkesës,,Durrës,https://www.century21albania.com/property/3661536/kapanon-per-shitje-n%C3%AB-sektor-rinia-durr%C3%ABs-epidamn96817.html
SHESIM VILE LUKSOZE  PRANE BREGDETIT NE QEPARO.,360,180,3,,Në ndërtim,Vilë,E pa mobiluar,712,Në proces certifikimi,Në dispozicion,jo,Çmimi sipas kërkesës,,Himarë,https://www.century21albania.com/property/3661240/shesim-vile-luksoze-prane-bregdetit-ne-qeparo-cpm96809.html
Shitet Apartament i Mobiluar 2+1 në Plazhin e Durrësit,89,80,2,9,I Perdorur,Apartament,Plotesisht i mobiluar,502,Po,Në dispozicion,jo,130000,Plazh Iliria,Durrës,https://www.century21albania.com/property/3661106/shitet-apartament-i-mobiluar-2-1-n%C3%AB-plazhin-e-durr%C3%ABsit-eon96805.html
SHITET SUPER APARTAMENT 1+1 VIJE PARE ME DETIN. PAMJE BALLORE ME DETIN NE GOLEM !!,76,65,1,4,I Perdorur,Apartament,Plotesisht i mobiluar,1038,Po,Në dispozicion,jo,180000,Golem,Durrës,https://www.century21albania.com/property/3653885/shitet-super-apartament-1-1-vije-pare-me-detin-pamje-ballore-me-detin-ne-golem-roy96651.html
TIRANE. QENDER: SHESIM APARTAMENT 3+1+2,156,134,3,12,I Perdorur,Apartament,Plotesisht i mobiluar,941,Po,Në dispozicion,jo,430000,,Tirana,https://www.century21albania.com/property/3660158/tirane-qender-shesim-apartament-3-1-2-abitat96780.html
SHKOLLA E KUQE. SHESIM AMBJENT KOMERCIAL!,37,37,,,I Perdorur,Komercial,E pa mobiluar,735,Po,Në dispozicion,jo,70000,Rruga Riza Cerova,Tirana,https://www.century21albania.com/property/3659947/shkolla-e-kuqe-shesim-ambjent-komercial-everest96773.html
Apartament 2+1 tek Mara Residence!,119,100,2,6,Në ndërtim,Apartament,E pa mobiluar,245,Jo,Në dispozicion,jo,211030,Don Bosko,Tirana,https://www.century21albania.com/property/3659505/apartament-2-1-tek-mara-residence-irg96765.html
VILE PER SHITJE ME PAMJE DETI NE SHKALLNUR !,150,75,4,2,I Perdorur,Vilë,E pa mobiluar,764,Po,Në dispozicion,jo,180000,shkallnur,Durrës,https://www.century21albania.com/property/3656515/vile-per-shitje-me-pamje-deti-ne-shkallnur-eon96702.html
SHITET SHTEPI PRIVATE PRANE GJYKATES SE APELIT SHKOZET !,600,168,2,1,I Perdorur,Shtëpi,Gjysme i mobiluar,665,Po,Në dispozicion,jo,80000,,Durrës,https://www.century21albania.com/property/3658244/shitet-shtepi-private-prane-gjykates-se-apelit-shkozet-atlantic96744.html
Shitet apartament 3+1+2 te Ish Ekspozita,143,143,3,11,I Perdorur,Apartament,Plotesisht i mobiluar,613,Në proces certifikimi,Në dispozicion,jo,350000,,Tirana,https://www.century21albania.com/property/3658791/shitet-apartament-3-1-2-te-ish-ekspozita-astoria96754.html
Shitet apartament 3+1+2 ne Qender te Tiranes!,157,134,3,16,I Perdorur,Apartament,Plotesisht i mobiluar,974,Po,Në dispozicion,jo,450000,,Tirana,https://www.century21albania.com/property/3658470/shitet-apartament-3-1-2-ne-qender-te-tiranes-astoria96748.html
JEPET ME QIRA GODINE TREKATESHE BUZE RRUGE NE SHKOZE !,300,280,9,,I Perdorur,Komercial,E pa mobiluar,341,Po,Në dispozicion,po,1500,,Tirana,https://www.century21albania.com/property/3658584/jepet-me-qira-godine-trekateshe-buze-rruge-ne-shkoze-atrium96751.html
Apartament 2+1 për Qira në Lungomare,90,83,2,5,I Perdorur,Apartament,Plotesisht i mobiluar,514,Po,Në dispozicion,po,500,,Vlorë,https://www.century21albania.com/property/3658120/apartament-2-1-p%C3%ABr-qira-n%C3%AB-lungomare-aulona96739.html
Post Parkim për shitje tek Ish Fusha e Aviacionit Tiranë,12,12,,,I Perdorur,Parkim,E pa mobiluar,321,Në proces certifikimi,Në dispozicion,jo,20000,Ish Fusha e Aviacionit,Tirana,https://www.century21albania.com/property/3657883/post-parkim-p%C3%ABr-shitje-tek-ish-fusha-e-aviacionit-tiran%C3%AB-premium96736.html
